,date,club,value,squad_s
6990,01/01/2021,Ihud Bnei Sakhnin,5750000,31
6991,01/01/2021,Sekzia Ness Ziona,1980000,25
6992,01/01/2021,Maccabi Petah Tikva,7630000,26
6993,01/01/2021,Bnei Yehuda Tel Aviv,6200000,26
6994,01/01/2021,Hapoel Nof HaGalil,2480000,25
6995,01/01/2021,Hapoel Umm al-Fahm,3180000,29
6996,01/01/2021,Hapoel Ramat Gan,3100000,27
6997,01/01/2021,Hapoel Rishon leZion,2350000,25
6998,01/01/2021,Hapoel Petah Tikva,2700000,24
6999,01/01/2021,Ironi Tiberias,200000,14
7000,01/01/2021,SC Kfar Qasem,2900000,27
7001,01/01/2021,Hapoel Kfar Saba,5250000,26
7002,01/01/2021,Hapoel Acre,1780000,24
7003,01/01/2021,Hapoel Ramat haSharon,2750000,26
7004,01/01/2021,Agudat Sport Ashdod,1250000,23
7005,01/01/2021,Hapoel Afula,2230000,28
7006,15/01/2021,Maccabi Haifa,12950000,27
7007,15/01/2021,Maccabi Tel Aviv,18600000,28
7008,15/01/2021,Hapoel Beer Sheva,11500000,29
7009,15/01/2021,Maccabi Netanya,7380000,27
7010,15/01/2021,FC Ashdod,8230000,27
7011,15/01/2021,Beitar Jerusalem,9950000,27
7012,15/01/2021,Hapoel Haifa,7200000,29
7013,15/01/2021,Hapoel Tel Aviv,6680000,27
7014,15/01/2021,Ironi Kiryat Shmona,5780000,24
7015,15/01/2021,Hapoel Jerusalem,2980000,23
7016,15/01/2021,Maccabi Bnei Reineh,675000,15
7017,15/01/2021,Hapoel Hadera,6080000,26
7018,15/01/2021,Ihud Bnei Sakhnin,5450000,30
7019,15/01/2021,Sekzia Ness Ziona,1980000,25
7020,15/01/2021,Maccabi Petah Tikva,7630000,26
7021,15/01/2021,Bnei Yehuda Tel Aviv,6200000,26
7022,15/01/2021,Hapoel Nof HaGalil,2480000,25
7023,15/01/2021,Hapoel Umm al-Fahm,3180000,28
7024,15/01/2021,Hapoel Ramat Gan,3100000,26
7025,15/01/2021,Hapoel Rishon leZion,2350000,25
7026,15/01/2021,Hapoel Petah Tikva,2850000,25
7027,15/01/2021,Ironi Tiberias,200000,14
7028,15/01/2021,SC Kfar Qasem,3030000,28
7029,15/01/2021,Hapoel Kfar Saba,5250000,26
7030,15/01/2021,Hapoel Acre,1780000,24
7031,15/01/2021,Hapoel Ramat haSharon,2750000,26
7032,15/01/2021,Agudat Sport Ashdod,1250000,23
7033,15/01/2021,Hapoel Afula,2230000,28
7034,01/02/2021,Maccabi Haifa,14150000,28
7035,01/02/2021,Maccabi Tel Aviv,19200000,28
7036,01/02/2021,Hapoel Beer Sheva,11500000,29
7037,01/02/2021,Maccabi Netanya,6480000,24
7038,01/02/2021,FC Ashdod,7930000,26
7039,01/02/2021,Beitar Jerusalem,9700000,26
7040,01/02/2021,Hapoel Haifa,6550000,26
7041,01/02/2021,Hapoel Tel Aviv,7300000,29
7042,01/02/2021,Ironi Kiryat Shmona,5780000,24
7043,01/02/2021,Hapoel Jerusalem,3230000,25
7044,01/02/2021,Maccabi Bnei Reineh,875000,15
7045,01/02/2021,Hapoel Hadera,6730000,27
7046,01/02/2021,Ihud Bnei Sakhnin,5650000,32
7047,01/02/2021,Sekzia Ness Ziona,2180000,26
7048,01/02/2021,Maccabi Petah Tikva,7100000,25
7049,01/02/2021,Bnei Yehuda Tel Aviv,6600000,28
7050,01/02/2021,Hapoel Nof HaGalil,2480000,25
7051,01/02/2021,Hapoel Umm al-Fahm,3450000,29
7052,01/02/2021,Hapoel Ramat Gan,3650000,28
7053,01/02/2021,Hapoel Rishon leZion,2350000,25
7054,01/02/2021,Hapoel Petah Tikva,2550000,23
7055,01/02/2021,Ironi Tiberias,200000,14
7056,01/02/2021,SC Kfar Qasem,2930000,27
7057,01/02/2021,Hapoel Kfar Saba,5150000,24
7058,01/02/2021,Hapoel Acre,1780000,24
7059,01/02/2021,Hapoel Ramat haSharon,2800000,26
7060,01/02/2021,Agudat Sport Ashdod,1250000,23
7061,01/02/2021,Hapoel Afula,1930000,26
7062,15/02/2021,Maccabi Haifa,14250000,26
7063,15/02/2021,Maccabi Tel Aviv,19050000,27
7064,15/02/2021,Hapoel Beer Sheva,12600000,29
7065,15/02/2021,Maccabi Netanya,6550000,25
7066,15/02/2021,FC Ashdod,7450000,25
7067,15/02/2021,Beitar Jerusalem,10350000,26
7068,15/02/2021,Hapoel Haifa,6200000,24
7069,15/02/2021,Hapoel Tel Aviv,7280000,26
7070,15/02/2021,Ironi Kiryat Shmona,5780000,24
7071,15/02/2021,Hapoel Jerusalem,3380000,25
7072,15/02/2021,Maccabi Bnei Reineh,1030000,16
7073,15/02/2021,Hapoel Hadera,6650000,26
7074,15/02/2021,Ihud Bnei Sakhnin,6030000,27
7075,15/02/2021,Sekzia Ness Ziona,2550000,28
7076,15/02/2021,Maccabi Petah Tikva,7450000,27
7077,15/02/2021,Bnei Yehuda Tel Aviv,7200000,30
7078,15/02/2021,Hapoel Nof HaGalil,2900000,26
7079,15/02/2021,Hapoel Umm al-Fahm,3200000,29
7080,15/02/2021,Hapoel Ramat Gan,3580000,27
7081,15/02/2021,Hapoel Rishon leZion,2800000,28
7082,15/02/2021,Hapoel Petah Tikva,3000000,29
7083,15/02/2021,Ironi Tiberias,200000,14
7084,15/02/2021,SC Kfar Qasem,3250000,29
7085,15/02/2021,Hapoel Kfar Saba,5150000,25
7086,15/02/2021,Hapoel Acre,1950000,27
7087,15/02/2021,Hapoel Ramat haSharon,2880000,26
7088,15/02/2021,Agudat Sport Ashdod,1250000,23
7089,15/02/2021,Hapoel Afula,2300000,31
7090,01/03/2021,Maccabi Haifa,14230000,25
7091,01/03/2021,Maccabi Tel Aviv,19050000,27
7092,01/03/2021,Hapoel Beer Sheva,12600000,30
7093,01/03/2021,Maccabi Netanya,6550000,25
7094,01/03/2021,FC Ashdod,7450000,25
7095,01/03/2021,Beitar Jerusalem,10350000,26
7096,01/03/2021,Hapoel Haifa,6200000,23
7097,01/03/2021,Hapoel Tel Aviv,7280000,26
7098,01/03/2021,Ironi Kiryat Shmona,5780000,24
7099,01/03/2021,Hapoel Jerusalem,3380000,26
7100,01/03/2021,Maccabi Bnei Reineh,1100000,16
7101,01/03/2021,Hapoel Hadera,6350000,25
7102,01/03/2021,Ihud Bnei Sakhnin,5930000,27
7103,01/03/2021,Sekzia Ness Ziona,2550000,28
7104,01/03/2021,Maccabi Petah Tikva,7450000,27
7105,01/03/2021,Bnei Yehuda Tel Aviv,7200000,29
7106,01/03/2021,Hapoel Nof HaGalil,2900000,26
7107,01/03/2021,Hapoel Umm al-Fahm,3100000,28
7108,01/03/2021,Hapoel Ramat Gan,3380000,26
7109,01/03/2021,Hapoel Rishon leZion,2800000,28
7110,01/03/2021,Hapoel Petah Tikva,2800000,27
7111,01/03/2021,Ironi Tiberias,200000,15
7112,01/03/2021,SC Kfar Qasem,3250000,29
7113,01/03/2021,Hapoel Kfar Saba,5150000,26
7114,01/03/2021,Hapoel Acre,1950000,27
7115,01/03/2021,Hapoel Ramat haSharon,2880000,26
7116,01/03/2021,Agudat Sport Ashdod,1330000,26
7117,01/03/2021,Hapoel Afula,2300000,31
7118,15/03/2021,Maccabi Haifa,14230000,25
7119,15/03/2021,Maccabi Tel Aviv,19050000,27
7120,15/03/2021,Hapoel Beer Sheva,12600000,30
7121,15/03/2021,Maccabi Netanya,6550000,25
7122,15/03/2021,FC Ashdod,7600000,26
7123,15/03/2021,Beitar Jerusalem,10350000,26
7124,15/03/2021,Hapoel Haifa,6200000,23
7125,15/03/2021,Hapoel Tel Aviv,7230000,25
7126,15/03/2021,Ironi Kiryat Shmona,5780000,24
7127,15/03/2021,Hapoel Jerusalem,3130000,25
7128,15/03/2021,Maccabi Bnei Reineh,1480000,18
7129,15/03/2021,Hapoel Hadera,6350000,24
7130,15/03/2021,Ihud Bnei Sakhnin,5930000,27
7131,15/03/2021,Sekzia Ness Ziona,2500000,27
7132,15/03/2021,Maccabi Petah Tikva,7450000,27
7133,15/03/2021,Bnei Yehuda Tel Aviv,7200000,29
7134,15/03/2021,Hapoel Nof HaGalil,2900000,26
7135,15/03/2021,Hapoel Umm al-Fahm,3000000,27
7136,15/03/2021,Hapoel Ramat Gan,3230000,24
7137,15/03/2021,Hapoel Rishon leZion,2800000,28
7138,15/03/2021,Hapoel Petah Tikva,2800000,27
7139,15/03/2021,Ironi Tiberias,200000,15
7140,15/03/2021,SC Kfar Qasem,3100000,28
7141,15/03/2021,Hapoel Kfar Saba,5150000,26
7142,15/03/2021,Hapoel Acre,1950000,27
7143,15/03/2021,Hapoel Ramat haSharon,2680000,24
7144,15/03/2021,Agudat Sport Ashdod,1500000,29
7145,15/03/2021,Hapoel Afula,2300000,30
7146,01/04/2021,Maccabi Haifa,14230000,25
7147,01/04/2021,Maccabi Tel Aviv,19050000,27
7148,01/04/2021,Hapoel Beer Sheva,12600000,30
7149,01/04/2021,Maccabi Netanya,6550000,25
7150,01/04/2021,FC Ashdod,7600000,26
7151,01/04/2021,Beitar Jerusalem,9550000,25
7152,01/04/2021,Hapoel Haifa,6200000,24
7153,01/04/2021,Hapoel Tel Aviv,7230000,25
7154,01/04/2021,Ironi Kiryat Shmona,5780000,24
7155,01/04/2021,Hapoel Jerusalem,3130000,25
7156,01/04/2021,Maccabi Bnei Reineh,1480000,18
7157,01/04/2021,Hapoel Hadera,6350000,24
7158,01/04/2021,Ihud Bnei Sakhnin,5930000,27
7159,01/04/2021,Sekzia Ness Ziona,2500000,27
7160,01/04/2021,Maccabi Petah Tikva,7450000,27
7161,01/04/2021,Bnei Yehuda Tel Aviv,7200000,29
7162,01/04/2021,Hapoel Nof HaGalil,2900000,26
7163,01/04/2021,Hapoel Umm al-Fahm,3000000,27
7164,01/04/2021,Hapoel Ramat Gan,3230000,24
7165,01/04/2021,Hapoel Rishon leZion,2800000,28
7166,01/04/2021,Hapoel Petah Tikva,2800000,27
7167,01/04/2021,Ironi Tiberias,200000,15
7168,01/04/2021,SC Kfar Qasem,3100000,28
7169,01/04/2021,Hapoel Kfar Saba,5150000,26
7170,01/04/2021,Hapoel Acre,1950000,26
7171,01/04/2021,Hapoel Ramat haSharon,2680000,24
7172,01/04/2021,Agudat Sport Ashdod,1500000,28
7173,01/04/2021,Hapoel Afula,2300000,30
7174,15/04/2021,Maccabi Haifa,14230000,25
7175,15/04/2021,Maccabi Tel Aviv,19050000,27
7176,15/04/2021,Hapoel Beer Sheva,12600000,30
7177,15/04/2021,Maccabi Netanya,6550000,25
7178,15/04/2021,FC Ashdod,7600000,26
7179,15/04/2021,Beitar Jerusalem,9550000,25
7180,15/04/2021,Hapoel Haifa,6200000,24
7181,15/04/2021,Hapoel Tel Aviv,7230000,25
7182,15/04/2021,Ironi Kiryat Shmona,5650000,23
7183,15/04/2021,Hapoel Jerusalem,3130000,25
7184,15/04/2021,Maccabi Bnei Reineh,1480000,18
7185,15/04/2021,Hapoel Hadera,6350000,24
7186,15/04/2021,Ihud Bnei Sakhnin,5930000,27
7187,15/04/2021,Sekzia Ness Ziona,2500000,27
7188,15/04/2021,Maccabi Petah Tikva,7450000,27
7189,15/04/2021,Bnei Yehuda Tel Aviv,7200000,29
7190,15/04/2021,Hapoel Nof HaGalil,2900000,26
7191,15/04/2021,Hapoel Umm al-Fahm,3000000,27
7192,15/04/2021,Hapoel Ramat Gan,3230000,24
7193,15/04/2021,Hapoel Rishon leZion,2800000,28
7194,15/04/2021,Hapoel Petah Tikva,2800000,27
7195,15/04/2021,Ironi Tiberias,200000,15
7196,15/04/2021,SC Kfar Qasem,3100000,28
7197,15/04/2021,Hapoel Kfar Saba,5150000,26
7198,15/04/2021,Hapoel Acre,1950000,25
7199,15/04/2021,Hapoel Ramat haSharon,2680000,26
7200,15/04/2021,Agudat Sport Ashdod,1500000,28
7201,15/04/2021,Hapoel Afula,2300000,30
7202,01/05/2021,Maccabi Haifa,14230000,25
7203,01/05/2021,Maccabi Tel Aviv,19050000,27
7204,01/05/2021,Hapoel Beer Sheva,12600000,30
7205,01/05/2021,Maccabi Netanya,6550000,25
7206,01/05/2021,FC Ashdod,7600000,26
7207,01/05/2021,Beitar Jerusalem,9550000,25
7208,01/05/2021,Hapoel Haifa,6200000,24
7209,01/05/2021,Hapoel Tel Aviv,7230000,25
7210,01/05/2021,Ironi Kiryat Shmona,5650000,23
7211,01/05/2021,Hapoel Jerusalem,3130000,25
7212,01/05/2021,Maccabi Bnei Reineh,1480000,18
7213,01/05/2021,Hapoel Hadera,6350000,24
7214,01/05/2021,Ihud Bnei Sakhnin,5930000,27
7215,01/05/2021,Sekzia Ness Ziona,2500000,27
7216,01/05/2021,Maccabi Petah Tikva,7450000,27
7217,01/05/2021,Bnei Yehuda Tel Aviv,7000000,28
7218,01/05/2021,Hapoel Nof HaGalil,2900000,26
7219,01/05/2021,Hapoel Umm al-Fahm,3000000,27
7220,01/05/2021,Hapoel Ramat Gan,3230000,24
7221,01/05/2021,Hapoel Rishon leZion,2800000,28
7222,01/05/2021,Hapoel Petah Tikva,2800000,27
7223,01/05/2021,Ironi Tiberias,200000,15
7224,01/05/2021,SC Kfar Qasem,3100000,28
7225,01/05/2021,Hapoel Kfar Saba,5150000,26
7226,01/05/2021,Hapoel Acre,1950000,25
7227,01/05/2021,Hapoel Ramat haSharon,2680000,26
7228,01/05/2021,Agudat Sport Ashdod,1500000,28
7229,01/05/2021,Hapoel Afula,2300000,30
7230,15/05/2021,Maccabi Haifa,14230000,25
7231,15/05/2021,Maccabi Tel Aviv,19050000,27
7232,15/05/2021,Hapoel Beer Sheva,12600000,30
7233,15/05/2021,Maccabi Netanya,6550000,25
7234,15/05/2021,FC Ashdod,7600000,26
7235,15/05/2021,Beitar Jerusalem,9550000,25
7236,15/05/2021,Hapoel Haifa,6200000,24
7237,15/05/2021,Hapoel Tel Aviv,7230000,25
7238,15/05/2021,Ironi Kiryat Shmona,5650000,23
7239,15/05/2021,Hapoel Jerusalem,3130000,25
7240,15/05/2021,Maccabi Bnei Reineh,1480000,18
7241,15/05/2021,Hapoel Hadera,6350000,24
7242,15/05/2021,Ihud Bnei Sakhnin,5930000,27
7243,15/05/2021,Sekzia Ness Ziona,2500000,27
7244,15/05/2021,Maccabi Petah Tikva,7450000,27
7245,15/05/2021,Bnei Yehuda Tel Aviv,7000000,28
7246,15/05/2021,Hapoel Nof HaGalil,2900000,27
7247,15/05/2021,Hapoel Umm al-Fahm,3000000,27
7248,15/05/2021,Hapoel Ramat Gan,3230000,24
7249,15/05/2021,Hapoel Rishon leZion,2800000,28
7250,15/05/2021,Hapoel Petah Tikva,2800000,27
7251,15/05/2021,Ironi Tiberias,200000,15
7252,15/05/2021,SC Kfar Qasem,3100000,28
7253,15/05/2021,Hapoel Kfar Saba,5150000,26
7254,15/05/2021,Hapoel Acre,1950000,25
7255,15/05/2021,Hapoel Ramat haSharon,2680000,26
7256,15/05/2021,Agudat Sport Ashdod,1500000,28
7257,15/05/2021,Hapoel Afula,2300000,30
7258,01/06/2021,Maccabi Haifa,14730000,25
7259,01/06/2021,Maccabi Tel Aviv,18350000,27
7260,01/06/2021,Hapoel Beer Sheva,11200000,30
7261,01/06/2021,Maccabi Netanya,7200000,25
7262,01/06/2021,FC Ashdod,8800000,26
7263,01/06/2021,Beitar Jerusalem,9400000,25
7264,01/06/2021,Hapoel Haifa,5700000,24
7265,01/06/2021,Hapoel Tel Aviv,7650000,25
7266,01/06/2021,Ironi Kiryat Shmona,6180000,23
7267,01/06/2021,Hapoel Jerusalem,3350000,26
7268,01/06/2021,Maccabi Bnei Reineh,1430000,18
7269,01/06/2021,Hapoel Hadera,6780000,24
7270,01/06/2021,Ihud Bnei Sakhnin,5780000,26
7271,01/06/2021,Sekzia Ness Ziona,2650000,27
7272,01/06/2021,Maccabi Petah Tikva,10180000,27
7273,01/06/2021,Bnei Yehuda Tel Aviv,6280000,28
7274,01/06/2021,Hapoel Nof HaGalil,3230000,27
7275,01/06/2021,Hapoel Umm al-Fahm,3080000,27
7276,01/06/2021,Hapoel Ramat Gan,3080000,25
7277,01/06/2021,Hapoel Rishon leZion,3230000,29
7278,01/06/2021,Hapoel Petah Tikva,2630000,27
7279,01/06/2021,Ironi Tiberias,200000,15
7280,01/06/2021,SC Kfar Qasem,3030000,28
7281,01/06/2021,Hapoel Kfar Saba,4880000,26
7282,01/06/2021,Hapoel Acre,2130000,25
7283,01/06/2021,Hapoel Ramat haSharon,2530000,24
7284,01/06/2021,Agudat Sport Ashdod,1500000,28
7285,01/06/2021,Hapoel Afula,2580000,27
7286,15/06/2021,Maccabi Haifa,14730000,25
7287,15/06/2021,Maccabi Tel Aviv,18350000,27
7288,15/06/2021,Hapoel Beer Sheva,11200000,30
7289,15/06/2021,Maccabi Netanya,7050000,24
7290,15/06/2021,FC Ashdod,8800000,26
7291,15/06/2021,Beitar Jerusalem,9400000,25
7292,15/06/2021,Hapoel Haifa,5700000,24
7293,15/06/2021,Hapoel Tel Aviv,7650000,25
7294,15/06/2021,Ironi Kiryat Shmona,6180000,23
7295,15/06/2021,Hapoel Jerusalem,3350000,26
7296,15/06/2021,Maccabi Bnei Reineh,1430000,18
7297,15/06/2021,Hapoel Hadera,6780000,24
7298,15/06/2021,Ihud Bnei Sakhnin,5780000,26
7299,15/06/2021,Sekzia Ness Ziona,2650000,27
7300,15/06/2021,Maccabi Petah Tikva,10180000,27
7301,15/06/2021,Bnei Yehuda Tel Aviv,6030000,27
7302,15/06/2021,Hapoel Nof HaGalil,3230000,27
7303,15/06/2021,Hapoel Umm al-Fahm,3080000,27
7304,15/06/2021,Hapoel Ramat Gan,3080000,25
7305,15/06/2021,Hapoel Rishon leZion,3230000,29
7306,15/06/2021,Hapoel Petah Tikva,2530000,26
7307,15/06/2021,Ironi Tiberias,200000,15
7308,15/06/2021,SC Kfar Qasem,3030000,28
7309,15/06/2021,Hapoel Kfar Saba,4880000,26
7310,15/06/2021,Hapoel Acre,2130000,25
7311,15/06/2021,Hapoel Ramat haSharon,2530000,24
7312,15/06/2021,Agudat Sport Ashdod,1500000,28
7313,15/06/2021,Hapoel Afula,2580000,27
7314,01/07/2021,Maccabi Haifa,18350000,48
7315,01/07/2021,Maccabi Tel Aviv,21630000,49
7316,01/07/2021,Hapoel Beer Sheva,11830000,37
7317,01/07/2021,Maccabi Netanya,7900000,37
7318,01/07/2021,FC Ashdod,8500000,31
7319,01/07/2021,Beitar Jerusalem,10530000,35
7320,01/07/2021,Hapoel Haifa,3930000,22
7321,01/07/2021,Hapoel Tel Aviv,8980000,38
7322,01/07/2021,Ironi Kiryat Shmona,5030000,21
7323,01/07/2021,Hapoel Jerusalem,3500000,24
7324,01/07/2021,Maccabi Bnei Reineh,1430000,17
7325,01/07/2021,Hapoel Hadera,5230000,21
7326,01/07/2021,Ihud Bnei Sakhnin,5350000,27
7327,01/07/2021,Sekzia Ness Ziona,2400000,23
7328,01/07/2021,Maccabi Petah Tikva,10300000,36
7329,01/07/2021,Bnei Yehuda Tel Aviv,5800000,31
7330,01/07/2021,Hapoel Nof HaGalil,2800000,27
7331,01/07/2021,Hapoel Umm al-Fahm,2680000,24
7332,01/07/2021,Hapoel Ramat Gan,2900000,28
7333,01/07/2021,Hapoel Rishon leZion,2380000,23
7334,01/07/2021,Hapoel Petah Tikva,2330000,26
7335,01/07/2021,Ironi Tiberias,175000,14
7336,01/07/2021,SC Kfar Qasem,2650000,25
7337,01/07/2021,Hapoel Kfar Saba,4350000,25
7338,01/07/2021,Hapoel Acre,1630000,22
7339,01/07/2021,Hapoel Ramat haSharon,2100000,22
7340,01/07/2021,Agudat Sport Ashdod,1280000,26
7341,01/07/2021,Hapoel Afula,2050000,24
7342,15/07/2021,Maccabi Haifa,18900000,48
7343,15/07/2021,Maccabi Tel Aviv,18230000,42
7344,15/07/2021,Hapoel Beer Sheva,11850000,36
7345,15/07/2021,Maccabi Netanya,8830000,40
7346,15/07/2021,FC Ashdod,8750000,31
7347,15/07/2021,Beitar Jerusalem,8280000,29
7348,15/07/2021,Hapoel Haifa,4580000,24
7349,15/07/2021,Hapoel Tel Aviv,8130000,36
7350,15/07/2021,Ironi Kiryat Shmona,3980000,18
7351,15/07/2021,Hapoel Jerusalem,4330000,26
7352,15/07/2021,Maccabi Bnei Reineh,2130000,22
7353,15/07/2021,Hapoel Hadera,6380000,24
7354,15/07/2021,Ihud Bnei Sakhnin,4880000,26
7355,15/07/2021,Sekzia Ness Ziona,2600000,24
7356,15/07/2021,Maccabi Petah Tikva,9580000,31
7357,15/07/2021,Bnei Yehuda Tel Aviv,5700000,32
7358,15/07/2021,Hapoel Nof HaGalil,3950000,31
7359,15/07/2021,Hapoel Umm al-Fahm,3980000,33
7360,15/07/2021,Hapoel Ramat Gan,2730000,29
7361,15/07/2021,Hapoel Rishon leZion,1800000,19
7362,15/07/2021,Hapoel Petah Tikva,1930000,24
7363,15/07/2021,Ironi Tiberias,175000,14
7364,15/07/2021,SC Kfar Qasem,2480000,24
7365,15/07/2021,Hapoel Kfar Saba,2250000,20
7366,15/07/2021,Hapoel Acre,1580000,22
7367,15/07/2021,Hapoel Ramat haSharon,1530000,19
7368,15/07/2021,Agudat Sport Ashdod,1680000,26
7369,15/07/2021,Hapoel Afula,1600000,21
7370,01/08/2021,Maccabi Haifa,18000000,43
7371,01/08/2021,Maccabi Tel Aviv,17780000,42
7372,01/08/2021,Hapoel Beer Sheva,11400000,35
7373,01/08/2021,Maccabi Netanya,8750000,37
7374,01/08/2021,FC Ashdod,8450000,31
7375,01/08/2021,Beitar Jerusalem,9530000,33
7376,01/08/2021,Hapoel Haifa,5180000,24
7377,01/08/2021,Hapoel Tel Aviv,8150000,34
7378,01/08/2021,Ironi Kiryat Shmona,3730000,17
7379,01/08/2021,Hapoel Jerusalem,4330000,26
7380,01/08/2021,Maccabi Bnei Reineh,2430000,22
7381,01/08/2021,Hapoel Hadera,6430000,24
7382,01/08/2021,Ihud Bnei Sakhnin,6330000,30
7383,01/08/2021,Sekzia Ness Ziona,2630000,27
7384,01/08/2021,Maccabi Petah Tikva,6830000,30
7385,01/08/2021,Bnei Yehuda Tel Aviv,5200000,31
7386,01/08/2021,Hapoel Nof HaGalil,4030000,31
7387,01/08/2021,Hapoel Umm al-Fahm,3750000,31
7388,01/08/2021,Hapoel Ramat Gan,3030000,30
7389,01/08/2021,Hapoel Rishon leZion,1680000,18
7390,01/08/2021,Hapoel Petah Tikva,2000000,26
7391,01/08/2021,Ironi Tiberias,675000,20
7392,01/08/2021,SC Kfar Qasem,1950000,20
7393,01/08/2021,Hapoel Kfar Saba,2600000,23
7394,01/08/2021,Hapoel Acre,1930000,24
7395,01/08/2021,Hapoel Ramat haSharon,1830000,22
7396,01/08/2021,Agudat Sport Ashdod,1880000,28
7397,01/08/2021,Hapoel Afula,1580000,23
7398,15/08/2021,Maccabi Haifa,17680000,39
7399,15/08/2021,Maccabi Tel Aviv,16850000,33
7400,15/08/2021,Hapoel Beer Sheva,12450000,33
7401,15/08/2021,Maccabi Netanya,8880000,35
7402,15/08/2021,FC Ashdod,8330000,32
7403,15/08/2021,Beitar Jerusalem,9450000,30
7404,15/08/2021,Hapoel Haifa,5180000,24
7405,15/08/2021,Hapoel Tel Aviv,7700000,32
7406,15/08/2021,Ironi Kiryat Shmona,4830000,20
7407,15/08/2021,Hapoel Jerusalem,5180000,28
7408,15/08/2021,Maccabi Bnei Reineh,2430000,23
7409,15/08/2021,Hapoel Hadera,6430000,26
7410,15/08/2021,Ihud Bnei Sakhnin,6330000,30
7411,15/08/2021,Sekzia Ness Ziona,2730000,28
7412,15/08/2021,Maccabi Petah Tikva,6780000,29
7413,15/08/2021,Bnei Yehuda Tel Aviv,4930000,29
7414,15/08/2021,Hapoel Nof HaGalil,4050000,31
7415,15/08/2021,Hapoel Umm al-Fahm,3680000,32
7416,15/08/2021,Hapoel Ramat Gan,2780000,31
7417,15/08/2021,Hapoel Rishon leZion,2750000,30
7418,15/08/2021,Hapoel Petah Tikva,1980000,26
7419,15/08/2021,Ironi Tiberias,825000,22
7420,15/08/2021,SC Kfar Qasem,1950000,20
7421,15/08/2021,Hapoel Kfar Saba,2350000,25
7422,15/08/2021,Hapoel Acre,2480000,28
7423,15/08/2021,Hapoel Ramat haSharon,1830000,22
7424,15/08/2021,Agudat Sport Ashdod,1730000,24
7425,15/08/2021,Hapoel Afula,1600000,26
7426,01/09/2021,Maccabi Haifa,17650000,36
7427,01/09/2021,Maccabi Tel Aviv,20300000,33
7428,01/09/2021,Hapoel Beer Sheva,12880000,32
7429,01/09/2021,Maccabi Netanya,8250000,31
7430,01/09/2021,FC Ashdod,8080000,29
7431,01/09/2021,Beitar Jerusalem,9500000,28
7432,01/09/2021,Hapoel Haifa,5180000,25
7433,01/09/2021,Hapoel Tel Aviv,7700000,30
7434,01/09/2021,Ironi Kiryat Shmona,5080000,22
7435,01/09/2021,Hapoel Jerusalem,5150000,26
7436,01/09/2021,Maccabi Bnei Reineh,2430000,26
7437,01/09/2021,Hapoel Hadera,6180000,25
7438,01/09/2021,Ihud Bnei Sakhnin,6330000,30
7439,01/09/2021,Sekzia Ness Ziona,2780000,28
7440,01/09/2021,Maccabi Petah Tikva,6780000,27
7441,01/09/2021,Bnei Yehuda Tel Aviv,4280000,25
7442,01/09/2021,Hapoel Nof HaGalil,4250000,32
7443,01/09/2021,Hapoel Umm al-Fahm,3050000,30
7444,01/09/2021,Hapoel Ramat Gan,2500000,29
7445,01/09/2021,Hapoel Rishon leZion,3030000,30
7446,01/09/2021,Hapoel Petah Tikva,2500000,29
7447,01/09/2021,Ironi Tiberias,1230000,24
7448,01/09/2021,SC Kfar Qasem,2280000,22
7449,01/09/2021,Hapoel Kfar Saba,2480000,25
7450,01/09/2021,Hapoel Acre,2580000,27
7451,01/09/2021,Hapoel Ramat haSharon,2380000,27
7452,01/09/2021,Agudat Sport Ashdod,2180000,30
7453,01/09/2021,Hapoel Afula,1650000,29
7454,15/09/2021,Maccabi Haifa,16450000,29
7455,15/09/2021,Maccabi Tel Aviv,19200000,28
7456,15/09/2021,Hapoel Beer Sheva,11380000,29
7457,15/09/2021,Maccabi Netanya,8280000,31
7458,15/09/2021,FC Ashdod,8880000,28
7459,15/09/2021,Beitar Jerusalem,9900000,28
7460,15/09/2021,Hapoel Haifa,6080000,28
7461,15/09/2021,Hapoel Tel Aviv,7280000,27
7462,15/09/2021,Ironi Kiryat Shmona,5380000,23
7463,15/09/2021,Hapoel Jerusalem,5150000,27
7464,15/09/2021,Maccabi Bnei Reineh,2430000,25
7465,15/09/2021,Hapoel Hadera,5880000,24
7466,15/09/2021,Ihud Bnei Sakhnin,6780000,30
7467,15/09/2021,Sekzia Ness Ziona,2730000,29
7468,15/09/2021,Maccabi Petah Tikva,7130000,26
7469,15/09/2021,Bnei Yehuda Tel Aviv,4430000,25
7470,15/09/2021,Hapoel Nof HaGalil,4700000,32
7471,15/09/2021,Hapoel Umm al-Fahm,2830000,27
7472,15/09/2021,Hapoel Ramat Gan,2230000,25
7473,15/09/2021,Hapoel Rishon leZion,3200000,30
7474,15/09/2021,Hapoel Petah Tikva,2800000,29
7475,15/09/2021,Ironi Tiberias,1450000,27
7476,15/09/2021,SC Kfar Qasem,2430000,25
7477,15/09/2021,Hapoel Kfar Saba,2630000,25
7478,15/09/2021,Hapoel Acre,2580000,26
7479,15/09/2021,Hapoel Ramat haSharon,2550000,27
7480,15/09/2021,Agudat Sport Ashdod,1950000,31
7481,15/09/2021,Hapoel Afula,1930000,34
7482,01/10/2021,Maccabi Haifa,16380000,28
7483,01/10/2021,Maccabi Tel Aviv,19200000,28
7484,01/10/2021,Hapoel Beer Sheva,11380000,29
